Date,Demand,Temperature,Holiday
2013-12-05,224.455707604,15.9,0
2013-12-06,200.19215141200002,19.0,0
2013-12-07,177.41418995,26.4,0
2013-12-08,199.293260278,27.4,0
2013-12-09,218.528610326,18.3,0
2013-12-10,212.73420025,20.4,0
2013-12-11,215.011425796,20.2,0
2013-12-12,214.993478792,23.3,0
2013-12-13,206.50481654799998,22.2,0
2013-12-14,180.24718830799998,19.6,0
2013-12-15,193.25355305600002,20.7,0
2013-12-16,219.99193360200002,20.9,0
2013-12-17,225.126095924,21.3,0
2013-12-18,243.686647524,32.2,0
2013-12-19,288.71996406799997,39.3,0
2013-12-20,220.660723898,23.3,0
2013-12-21,194.89890930400003,20.9,0
2013-12-22,200.05804027599999,28.3,0
2013-12-23,195.74883732800004,17.9,0
2013-12-24,182.166292852,23.2,1
2013-12-25,178.485823248,31.3,1
2013-12-26,184.79215427,27.4,1
2013-12-27,188.06902885200003,27.3,0
2013-12-28,188.395222982,35.7,0
2013-12-29,174.85071142,20.2,0
2013-12-30,183.444108,21.9,0
2013-12-31,179.461314732,25.1,1
2014-01-01,179.453793672,26.0,1
2014-01-02,190.778816406,23.0,0
2014-01-03,182.892121262,22.2,0
2014-01-04,171.28581189399998,20.3,0
2014-01-05,179.734299604,26.1,0
2014-01-06,199.14040199399997,19.6,0
2014-01-07,200.055768832,20.0,0
2014-01-08,206.971020682,27.4,0
2014-01-09,235.14708650199998,32.4,0
2014-01-10,250.119336336,34.0,0
2014-01-11,191.894483412,22.0,0
2014-01-12,201.83097182199998,22.5,0
2014-01-13,270.42112175799997,35.5,0
2014-01-14,343.6762608160001,42.4,0
2014-01-15,338.575954304,41.5,0
2014-01-16,351.459558454,43.2,0
2014-01-17,301.4441175,43.1,0
2014-01-18,202.88102354600002,23.0,0
2014-01-19,202.30973592,22.3,0
2014-01-20,228.90302243999997,24.0,0
2014-01-21,221.02329301999998,23.1,0
2014-01-22,220.12277307600002,23.3,0
2014-01-23,246.752551622,29.6,0
2014-01-24,205.657902474,22.1,0
2014-01-25,176.759713194,20.3,0
2014-01-26,187.05510351799998,27.0,1
2014-01-27,257.265786436,34.5,1
2014-01-28,304.7688680819999,41.4,0
2014-01-29,237.68070536999997,24.5,0
2014-01-30,263.565984092,29.2,0
2014-01-31,246.88087037000003,26.8,0
2014-02-01,238.540180718,29.2,0
2014-02-02,292.086671658,38.6,0
2014-02-03,243.18540997800002,33.9,0
2014-02-04,222.055910038,25.7,0
2014-02-05,242.97348301,30.5,0
2014-02-06,286.27942375000003,35.1,0
2014-02-07,267.136732442,35.6,0
2014-02-08,283.42642033,40.0,0
2014-02-09,230.975544258,39.5,0
2014-02-10,226.45919218400002,24.7,0
2014-02-11,242.78020770600003,26.2,0
2014-02-12,256.70466122199997,26.9,0
2014-02-13,247.893870954,26.6,0
2014-02-14,230.960391106,26.6,0
2014-02-15,202.11542365200003,28.7,0
2014-02-16,187.784771052,23.0,0
2014-02-17,220.022598662,25.3,0
2014-02-18,235.39987594200002,30.2,0
2014-02-19,216.27083000200003,25.4,0
2014-02-20,213.731713228,20.3,0
2014-02-21,201.521370966,20.4,0
2014-02-22,180.30801558399997,19.6,0
2014-02-23,192.10709412800003,22.9,0
2014-02-24,227.67512415800002,28.6,0
2014-02-25,235.95831738799998,32.7,0
2014-02-26,219.240905702,21.8,0
2014-02-27,215.884190982,21.5,0
2014-02-28,206.025972764,23.5,0
2014-03-01,187.941286028,23.1,0
2014-03-02,197.756070566,22.3,0
2014-03-03,233.32991190200002,26.8,0
2014-03-04,260.334545326,33.3,0
2014-03-05,225.37621575000003,20.3,0
2014-03-06,215.90510943799998,20.8,0
2014-03-07,204.575213042,22.5,0
2014-03-08,191.214589522,27.8,0
2014-03-09,205.63099458599999,32.7,1
2014-03-10,227.53371740999998,32.1,1
2014-03-11,238.89566987400002,31.1,0
2014-03-12,218.26451211,21.8,0
2014-03-13,219.42056933600003,22.7,0
2014-03-14,214.167573282,26.2,0
2014-03-15,182.504880162,29.1,0
2014-03-16,187.690550476,20.3,0
2014-03-17,216.296045462,24.7,0
2014-03-18,216.972098092,24.1,0
2014-03-19,216.199678702,22.2,0
2014-03-20,229.43403507599996,30.7,0
2014-03-21,208.39279631200003,22.9,0
2014-03-22,181.547741064,19.4,0
2014-03-23,193.57111214,18.7,0
2014-03-24,215.262250338,18.8,0
2014-03-25,212.847828436,24.4,0
2014-03-26,219.637279488,26.9,0
2014-03-27,221.694062934,25.3,0
2014-03-28,202.756951424,21.5,0
2014-03-29,180.54594526200003,23.6,0
2014-03-30,196.27557341800002,25.9,0
2014-03-31,237.76975034999998,30.1,0
2014-04-01,256.76304432,32.9,0
2014-04-02,229.257624274,24.8,0
2014-04-03,221.86180853000002,18.2,0
2014-04-04,208.583519436,19.7,0
2014-04-05,184.72151341200004,24.1,0
2014-04-06,192.670756734,24.3,0
2014-04-07,222.68926665,24.5,0
2014-04-08,227.18352884599997,22.0,0
2014-04-09,223.91339097399998,17.8,0
2014-04-10,223.28647268,18.9,0
2014-04-11,211.745226204,18.9,0
2014-04-12,185.07946091,22.4,0
2014-04-13,191.040714442,21.5,0
2014-04-14,215.382042288,20.7,0
2014-04-15,217.063958546,21.1,0
2014-04-16,219.246869016,21.6,0
2014-04-17,200.415680684,24.3,1
2014-04-18,178.51515863999998,18.8,1
2014-04-19,183.515320284,17.3,0
2014-04-20,178.33086921799998,18.3,1
2014-04-21,192.41286418599998,18.1,1
2014-04-22,223.56955816800001,16.6,0
2014-04-23,218.062377284,19.2,0
2014-04-24,210.664815044,18.3,1
2014-04-25,184.401673274,20.5,1
2014-04-26,190.042569666,19.2,0
2014-04-27,199.400457742,17.2,0
2014-04-28,221.86489015599997,22.3,0
2014-04-29,229.637723374,19.8,0
2014-04-30,231.216580272,17.6,0
2014-05-01,232.59549243,15.6,0
2014-05-02,225.920259322,13.9,0
2014-05-03,201.53073707599998,17.0,0
2014-05-04,216.45373074,13.7,0
2014-05-05,240.58840534200002,16.4,0
2014-05-06,241.878063876,16.0,0
2014-05-07,243.487644488,16.2,0
2014-05-08,239.157139392,18.4,0
2014-05-09,222.73595509399996,18.3,0
2014-05-10,202.47610431200002,16.3,0
2014-05-11,205.734782802,19.7,0
2014-05-12,231.33471114199997,19.9,0
2014-05-13,228.36958267999998,20.1,0
2014-05-14,219.667147468,20.2,0
2014-05-15,215.10934181399998,22.4,0
2014-05-16,204.493397012,22.8,0
2014-05-17,184.163675072,20.0,0
2014-05-18,193.396371104,21.4,0
2014-05-19,221.01175260800002,22.8,0
2014-05-20,225.90058477199997,21.6,0
2014-05-21,219.701671062,23.1,0
2014-05-22,224.23147753000003,20.9,0
2014-05-23,212.57405801800002,20.3,0
2014-05-24,191.78377647,17.1,0
2014-05-25,202.366010362,20.2,0
2014-05-26,226.178859834,21.7,0
2014-05-27,228.63344351,19.8,0
2014-05-28,233.00468179199999,18.0,0
2014-05-29,236.83413105999998,15.8,0
2014-05-30,219.27276177399997,17.7,0
2014-05-31,194.78175938,18.4,0
2014-06-01,213.51830920999998,14.9,0
2014-06-02,234.32450773,16.4,0
2014-06-03,233.968956476,16.4,0
2014-06-04,231.273146874,18.1,0
2014-06-05,236.231063588,16.7,0
2014-06-06,222.631408994,15.4,0
2014-06-07,197.05810887599998,16.8,0
2014-06-08,201.98891974400001,14.9,1
2014-06-09,216.22503989,15.4,1
2014-06-10,239.58871761,18.3,0
2014-06-11,239.69147752199999,16.2,0
2014-06-12,244.17876539399998,16.2,0
2014-06-13,226.97404015799998,16.5,0
2014-06-14,207.75474386,15.2,0
2014-06-15,215.25206780000002,16.0,0
2014-06-16,244.563762352,17.0,0
2014-06-17,244.186233182,15.8,0
2014-06-18,248.071158946,14.2,0
2014-06-19,251.21156706600001,12.2,0
2014-06-20,227.69534084999998,15.1,0
2014-06-21,208.215028772,15.0,0
2014-06-22,215.26332335,15.4,0
2014-06-23,255.31299686999998,14.4,0
2014-06-24,257.708475424,14.3,0
2014-06-25,245.740914734,15.7,0
2014-06-26,243.261908234,15.6,0
2014-06-27,232.11437257,14.5,0
2014-06-28,216.42111403200002,12.7,0
2014-06-29,234.71382443800002,11.0,0
2014-06-30,256.432113218,13.1,0
2014-07-01,253.9251,13.1,0
2014-07-02,245.274931238,16.6,0
2014-07-03,248.64400005800002,12.4,0
2014-07-04,236.72876267,12.4,0
2014-07-05,214.49168879400003,15.2,0
2014-07-06,224.737325388,13.9,0
2014-07-07,243.23068101,15.7,0
2014-07-08,243.67445227800002,14.3,0
2014-07-09,260.676781168,10.9,0
2014-07-10,256.621284534,14.7,0
2014-07-11,237.73922641399997,14.4,0
2014-07-12,226.09387785400003,11.1,0
2014-07-13,233.073068108,14.9,0
2014-07-14,259.807450852,13.1,0
2014-07-15,263.88294869800006,12.9,0
2014-07-16,252.25452363000002,14.6,0
2014-07-17,263.49409253000005,12.1,0
2014-07-18,242.60516364600002,13.8,0
2014-07-19,219.00054580600002,13.2,0
2014-07-20,230.301303674,13.2,0
2014-07-21,265.258000322,12.9,0
2014-07-22,269.01714364400004,12.2,0
2014-07-23,267.756203662,13.4,0
2014-07-24,264.2871976299999,14.9,0
2014-07-25,240.85071445199998,15.9,0
2014-07-26,219.15048975800002,14.9,0
2014-07-27,223.719294068,16.8,0
2014-07-28,240.774138444,16.7,0
2014-07-29,243.97745210199997,16.5,0
2014-07-30,237.34016401,18.9,0
2014-07-31,246.26827875599997,19.3,0
2014-08-01,256.30068694,9.8,0
2014-08-02,224.84826871,13.4,0
2014-08-03,234.939603274,14.2,0
2014-08-04,254.525906298,15.2,0
2014-08-05,246.16617552,16.5,0
2014-08-06,248.48675301400002,15.9,0
2014-08-07,250.243109892,13.6,0
2014-08-08,235.53396610999997,15.9,0
2014-08-09,209.87521425199998,14.6,0
2014-08-10,233.10678561199998,13.2,0
2014-08-11,264.149066888,12.7,0
2014-08-12,259.779932458,12.7,0
2014-08-13,251.804763794,14.5,0
2014-08-14,252.05590868599998,14.8,0
2014-08-15,233.290968636,16.9,0
2014-08-16,214.252497818,13.3,0
2014-08-17,222.42832252,15.7,0
2014-08-18,251.784771786,13.6,0
2014-08-19,249.25806705399998,13.3,0
2014-08-20,248.33458857399998,13.3,0
2014-08-21,240.84316542599998,17.4,0
2014-08-22,219.630928732,20.6,0
2014-08-23,194.989819022,19.9,0
2014-08-24,216.726150834,16.3,0
2014-08-25,242.55508014,16.1,0
2014-08-26,234.808219472,18.7,0
2014-08-27,233.872332688,19.5,0
2014-08-28,232.22615703399998,20.0,0
2014-08-29,220.455436476,15.0,0
2014-08-30,189.484267842,21.0,0
2014-08-31,199.40064235600002,21.0,0
2014-09-01,242.01761273199998,15.3,0
2014-09-02,240.054730926,16.1,0
2014-09-03,243.80701931000002,14.8,0
2014-09-04,241.085949472,15.9,0
2014-09-05,220.571616498,16.7,0
2014-09-06,192.111115122,18.9,0
2014-09-07,194.062181102,20.7,0
2014-09-08,218.767211296,20.8,0
2014-09-09,224.288837698,19.4,0
2014-09-10,222.13561076000002,19.1,0
2014-09-11,231.70787608799998,17.1,0
2014-09-12,221.33977348000002,15.9,0
2014-09-13,188.97309182800004,18.5,0
2014-09-14,196.517931574,20.1,0
2014-09-15,228.314273608,18.0,0
2014-09-16,237.274588706,14.8,0
2014-09-17,239.34871753800002,16.2,0
2014-09-18,239.856449784,13.8,0
2014-09-19,218.82054783,15.5,0
2014-09-20,195.10874757800002,16.8,0
2014-09-21,198.08130414199996,17.2,0
2014-09-22,215.99851629999998,23.0,0
2014-09-23,211.946945162,25.3,0
2014-09-24,216.62730603400001,23.5,0
2014-09-25,219.09164609599998,17.0,0
2014-09-26,205.88604539,19.3,0
2014-09-27,177.65673652000004,23.3,0
2014-09-28,187.45653941999998,27.9,0
2014-09-29,211.23906453,22.9,0
2014-09-30,223.37281082999996,23.8,0
2014-10-01,225.93294118000003,15.9,0
2014-10-02,221.51520713000002,17.4,0
2014-10-03,202.273690918,21.0,0
2014-10-04,177.770443796,26.2,0
2014-10-05,190.926224992,19.2,0
2014-10-06,222.06961249999998,25.0,0
2014-10-07,219.41252918400002,17.7,0
2014-10-08,221.1401845,18.7,0
2014-10-09,215.47315970600002,23.1,0
2014-10-10,202.452583772,24.9,0
2014-10-11,182.28602989999996,21.2,0
2014-10-12,195.26966442,27.5,0
2014-10-13,229.318270558,15.5,0
2014-10-14,229.538895258,16.9,0
2014-10-15,222.272500146,17.1,0
2014-10-16,224.645981322,16.7,0
2014-10-17,202.594066892,19.4,0
2014-10-18,185.11873869599998,24.2,0
2014-10-19,197.279106958,28.8,0
2014-10-20,216.41985405600002,20.6,0
2014-10-21,223.409684194,28.2,0
2014-10-22,233.13621633000002,31.1,0
2014-10-23,223.27596541200003,22.7,0
2014-10-24,218.285750496,30.4,0
2014-10-25,188.066247254,19.8,0
2014-10-26,194.571049822,24.5,0
2014-10-27,217.13821029,19.1,0
2014-10-28,221.338768582,19.7,0
2014-10-29,217.882085052,22.5,0
2014-10-30,218.43610897200003,21.8,0
2014-10-31,215.36587127,32.7,0
2014-11-01,185.613979384,17.2,0
2014-11-02,194.30142349,16.6,0
2014-11-03,192.38367014400004,24.5,1
2014-11-04,195.75699469199998,28.9,1
2014-11-05,209.441397058,17.8,0
2014-11-06,211.456204318,26.8,0
2014-11-07,220.607433958,32.8,0
2014-11-08,197.080374044,34.6,0
2014-11-09,189.809442916,19.4,0
2014-11-10,214.646248292,20.2,0
2014-11-11,216.709719342,18.8,0
2014-11-12,222.67389003200003,24.3,0
2014-11-13,242.88960426600002,30.6,0
2014-11-14,208.614905076,20.6,0
2014-11-15,185.78368340000003,18.0,0
2014-11-16,192.81484082600002,18.1,0
2014-11-17,210.470700144,20.1,0
2014-11-18,209.92141271199998,20.9,0
2014-11-19,221.43113014600002,29.6,0
2014-11-20,226.750940726,28.1,0
2014-11-21,205.537286248,23.0,0
2014-11-22,191.518064732,30.8,0
2014-11-23,201.54516429400002,25.0,0
2014-11-24,222.978848636,19.6,0
2014-11-25,214.31876520999998,21.8,0
2014-11-26,218.321456402,18.7,0
2014-11-27,214.60285475999999,19.4,0
2014-11-28,202.017012448,20.5,0
2014-11-29,189.653758108,25.9,0
2014-11-30,234.97033665999996,34.1,0
2014-12-01,237.81259238799998,29.0,0
2014-12-02,233.35741215,26.0,0
2014-12-03,227.03583550600004,23.5,0
2014-12-04,237.11863400000001,26.4,0
2014-12-05,212.851310106,21.2,0
2014-12-06,186.401961836,22.5,0
2014-12-07,197.754223932,19.0,0
2014-12-08,217.256016586,21.2,0
2014-12-09,217.39745378799998,20.8,0
2014-12-10,220.24329140599997,21.1,0
2014-12-11,214.41928393399996,22.1,0
2014-12-12,211.567787782,27.4,0
2014-12-13,207.39468176399998,31.2,0
2014-12-14,206.97635099800002,25.9,0
2014-12-15,231.923044018,23.4,0
2014-12-16,226.09376767,32.1,0
2014-12-17,215.50767707600002,23.4,0
2014-12-18,214.93402246,24.0,0
2014-12-19,197.129766534,19.9,0
2014-12-20,186.48689667000002,23.9,0
2014-12-21,216.48363169,33.3,0
2014-12-22,231.957371966,25.9,0
2014-12-23,210.444465956,26.7,0
2014-12-24,184.19715518200002,22.2,1
2014-12-25,165.398200578,23.4,1
2014-12-26,168.79712527200002,20.1,1
2014-12-27,173.292325672,22.2,0
2014-12-28,196.11622889199998,31.2,0
2014-12-29,188.57025829600002,26.2,0
2014-12-30,187.212226846,24.4,0
2014-12-31,104.963021342,25.5,0
