"","Date","State","Takings","Occupancy","CPI"
"542",12326,"Western Australia",123.681142,59.3,79.5
"543",12418,"Western Australia",117.61277,57.8,80.2
"544",12509,"Western Australia",110.705279,55.8,80.6
"545",12600,"Western Australia",126.264956,61,80.9
"546",12692,"Western Australia",134.1997,61.3,81.5
"547",12784,"Western Australia",129.036637,61,82.1
"548",12874,"Western Australia",129.485927,59.1,82.6
"549",12965,"Western Australia",143.552727,63.5,83.4
"550",13057,"Western Australia",151.795673,64,83.8
"551",13149,"Western Australia",148.824047,64.7,84.5
"552",13239,"Western Australia",146.960931,62.5,85.9
"553",13330,"Western Australia",163.219475,65.7,86.7
"554",13422,"Western Australia",181.034044,69.5,86.6
"555",13514,"Western Australia",177.003323,69.9,86.6
"556",13604,"Western Australia",172.640593,66.1,87.7
"557",13695,"Western Australia",191.220499,70.8,88.3
"558",13787,"Western Australia",207.320456,70.6,89.1
"559",13879,"Western Australia",205.741297,69.6,90.3
"560",13970,"Western Australia",208.525245,67.5,91.6
"561",14061,"Western Australia",213.468345,68.4,92.7
"562",14153,"Western Australia",220.15966,68.8,92.4
"563",14245,"Western Australia",213.398466,68.1,92.5
"564",14335,"Western Australia",197.903227,63.4,92.9
"565",14426,"Western Australia",203.613865,63.7,93.8
"566",14518,"Western Australia",204.105584,62.8,94.3
"567",14610,"Western Australia",204.676549,63.2,95.2
"568",14700,"Western Australia",204.341099,63.8,95.8
"569",14791,"Western Australia",215.329263,65.5,96.5
"570",14883,"Western Australia",224.225128,66.7,96.9
"571",14975,"Western Australia",217.702938,66.1,98.3
"572",15065,"Western Australia",227.436508,66.4,99.2
"573",15156,"Western Australia",252.371204,70.5,99.8
"574",15248,"Western Australia",260.606486,70.1,99.8
"575",15340,"Western Australia",261.601416,70.2,99.9
"576",15431,"Western Australia",253.955372,68.6,100.4
"577",15522,"Western Australia",272.861329,70.7,101.8
"578",15614,"Western Australia",259.586015,68.9,102
"579",15706,"Western Australia",253.947506,66.8,102.4
"580",15796,"Western Australia",244.873914,64.4,102.8
"581",15887,"Western Australia",239.929121,63.1,104
"582",15979,"Western Australia",240.247999,63.7,104.8
"583",16071,"Western Australia",226.37599,61.8,105.4
"584",16161,"Western Australia",227.935599,61.7,105.9
"585",16252,"Western Australia",242.565236,62.8,106.4
"586",16344,"Western Australia",243.030443,63.1,106.6
"587",16436,"Western Australia",233.461397,61,106.8
"588",16526,"Western Australia",227.836825,60.7,107.5
"589",16617,"Western Australia",244.696476,64.1,108
"590",16709,"Western Australia",236.90039,62.5,108.4
"591",16801,"Western Australia",221.800333,60,108.2
"592",16892,"Western Australia",218.614213,59.9,108.6
